listing_id,neighborhood,building_type,condition,energy_rating,area_sqm,balcony_area_sqm,lot_size_sqm,bedrooms,bathrooms,living_rooms,floor,has_elevator,has_parking,has_ac,has_sea_view,distance_metro_km,distance_park_km,distance_center_km,noise_level_db,air_quality_index,monthly_hoa_fee,age_years,listing_year,description_length,rooms_total,price
9001,Kadikoy,apartment,good,C,139.8,,,4,4,2,5,0,1,0,0,1.04,0.54,1.41,56.3,59.0,,53,2025,291,6,99420
5080,Kartal,residence,poor,B,144.2,5.7,0.0,2,1,2,13,0,1,0,1,,1.18,6.86,47.1,79.0,92.0,9,2023,298,4,224101
18238,Umraniye,loft,fair,A,242.1,9.6,0.0,6,1,1,13,1,0,0,1,1.15,0.89,7.11,63.3,47.0,259.0,47,2023,206,7,361484
18787,Sariyer,detached,good,C,99.0,10.6,,2,1,2,21,0,1,0,1,1.35,1.21,8.21,,103.0,140.0,39,2023,235,4,338947
3726,Umraniye,duplex,fair,B,157.9,,0.0,3,4,1,20,0,0,1,1,2.39,1.15,0.95,,,330.0,38,2024,272,4,161045
4623,Uskudar,duplex,excellent,A,98.8,5.8,64.1,6,3,1,7,1,1,0,0,2.13,0.81,1.9,60.7,85.0,141.0,55,2024,344,7,212010
14383,Beyoglu,residence,good,A,77.8,6.4,0.0,5,3,1,1,0,1,0,0,0.5,0.05,2.8,49.4,99.0,128.0,53,2023,245,6,131065
13751,Umraniye,residence,good,A,205.5,3.8,0.0,5,1,1,22,1,1,0,1,2.01,2.3,5.54,53.8,67.0,,16,2023,208,6,403825
4415,Sisli,detached,poor,,136.1,7.1,0.0,1,4,1,10,1,0,1,0,2.76,2.43,1.98,,81.0,105.0,59,2023,204,2,199816
3847,Kadikoy,apartment,fair,A,128.7,4.5,0.0,3,2,2,7,1,1,1,0,2.87,0.54,5.72,62.0,48.0,228.0,22,2024,295,5,171535
5531,Beyoglu,apartment,fair,C,150.9,9.0,,6,3,2,13,0,0,1,0,2.5,1.43,4.17,60.2,66.0,182.0,19,2025,145,8,246934
7553,Umraniye,loft,good,C,157.3,12.1,0.0,1,2,2,22,1,1,0,1,2.93,0.6,5.73,50.8,52.0,381.0,49,2024,308,2,279478
6375,Besiktas,residence,excellent,B,112.4,3.3,0.0,6,1,2,8,0,1,1,0,3.45,0.26,6.8,64.2,,,23,2024,234,8,312245
10485,Umraniye,loft,excellent,A,106.0,0.5,0.0,5,1,1,7,0,1,0,1,4.11,3.42,1.82,52.4,88.0,54.0,49,2025,248,6,188270
4217,Bakirkoy,apartment,fair,C,129.8,11.7,0.0,4,2,1,7,1,1,0,1,3.27,2.21,0.51,63.5,73.0,299.0,42,2024,414,5,303144
12727,Fatih,apartment,good,C,177.3,15.5,,5,3,1,2,0,1,1,1,0.63,0.67,3.71,70.7,85.0,156.0,28,2025,441,6,326959
8558,Fatih,duplex,good,C,156.7,5.8,0.0,4,2,1,23,1,0,0,1,1.27,2.48,1.07,52.3,70.0,120.0,43,2025,186,5,368350
2753,Kadikoy,detached,poor,D,138.6,12.6,608.8,6,4,1,4,1,1,1,1,2.46,0.28,10.23,,125.0,318.0,56,2024,224,7,251819
11514,Sariyer,apartment,fair,C,151.4,6.9,0.0,2,3,1,12,1,1,1,1,0.36,0.4,0.74,77.1,73.0,93.0,61,2024,181,3,383487
13878,Umraniye,residence,good,D,131.1,,0.0,5,1,2,7,0,0,0,0,0.44,1.01,2.53,59.3,83.0,106.0,28,2024,246,7,203269
11912,Sisli,apartment,excellent,B,126.2,10.2,,6,1,1,17,0,0,1,1,0.65,0.22,4.7,66.2,113.0,254.0,7,2023,308,7,339350
15403,Umraniye,duplex,fair,A,167.2,4.9,29.1,5,1,2,10,1,0,1,1,0.6,0.75,1.01,63.9,114.0,63.0,47,2024,321,7,247310
4660,Maltepe,apartment,fair,A,98.1,,,1,1,1,18,0,0,1,0,2.11,0.43,1.97,47.8,101.0,169.0,14,2024,182,2,126619
19303,Kadikoy,apartment,good,A,180.8,10.8,0.0,2,1,1,14,0,0,0,0,1.07,1.5,8.56,65.2,86.0,102.0,12,2024,54,3,360452
427,Atasehir,apartment,good,B,206.8,6.2,0.0,2,3,2,16,0,0,0,0,0.19,1.16,1.58,53.9,53.0,80.0,14,2024,273,5,345284
4989,Fatih,duplex,good,A,146.6,7.7,218.4,1,1,2,4,1,0,0,0,2.11,0.03,2.53,66.3,130.0,232.0,31,2024,385,4,223518
5082,Sisli,duplex,good,C,107.0,16.6,,5,3,2,19,1,0,1,0,1.43,2.19,13.19,55.8,125.0,204.0,10,2025,134,6,292877
9930,Besiktas,apartment,poor,C,135.9,13.7,0.0,5,4,1,15,0,0,1,1,0.73,4.17,0.76,72.6,68.0,312.0,54,2023,303,6,358471
7840,Sisli,apartment,good,B,109.1,10.3,0.0,1,2,1,5,1,0,1,0,5.13,0.9,2.7,50.8,88.0,36.0,4,2025,124,2,254961
2499,Uskudar,duplex,excellent,B,61.0,6.0,55.6,3,1,1,21,1,0,0,0,1.66,0.37,4.72,52.1,82.0,557.0,23,2024,262,4,120562
15653,Umraniye,residence,good,D,126.1,,0.0,6,2,2,7,1,0,0,0,0.35,,3.54,50.8,68.0,,54,2023,282,8,136606
8501,Kadikoy,apartment,fair,B,204.7,8.4,,3,3,1,15,1,1,1,0,0.95,1.22,7.22,59.2,78.0,216.0,37,2025,237,4,309579
12348,Kartal,duplex,good,D,130.8,6.2,188.3,1,3,1,0,1,0,1,1,1.34,0.43,2.38,68.8,109.0,,30,2023,307,2,230984
6679,Atasehir,apartment,fair,A,112.1,6.0,0.0,6,2,1,15,0,0,1,1,1.91,1.66,4.19,,88.0,272.0,22,2024,162,7,204578
7635,Fatih,apartment,fair,D,131.9,,,5,2,2,23,0,0,0,1,2.69,0.71,1.21,52.0,92.0,76.0,18,2024,294,7,252853
3736,Fatih,duplex,good,C,154.6,10.9,50.7,3,2,1,8,0,1,0,1,1.08,0.17,5.85,,92.0,165.0,19,2024,117,4,311594
6782,Besiktas,apartment,excellent,A,82.0,,0.0,5,4,2,22,0,1,1,0,1.51,0.87,1.66,69.3,121.0,182.0,11,2024,237,7,274870
953,Uskudar,apartment,fair,A,164.4,5.1,0.0,5,2,2,17,0,1,1,1,1.14,1.77,3.47,70.7,73.0,63.0,28,2023,87,7,310581
9115,Sisli,loft,good,C,283.7,8.5,,2,4,1,7,0,1,1,0,1.78,2.99,3.89,,103.0,228.0,25,2025,147,3,659525
6544,Maltepe,detached,fair,C,166.6,,,2,1,1,19,0,1,1,1,4.23,1.21,1.44,63.6,91.0,,32,2024,193,3,319106
3348,Sariyer,residence,poor,A,107.2,6.9,0.0,6,4,1,15,0,1,1,0,0.65,1.36,0.91,58.4,105.0,78.0,30,2025,169,7,231763
15933,Uskudar,apartment,good,A,156.6,7.4,0.0,1,1,2,13,0,0,1,1,1.29,1.17,3.39,47.4,95.0,180.0,29,2024,310,3,298274
9622,Sariyer,apartment,fair,B,117.7,,,4,3,1,4,1,1,1,1,0.77,2.7,0.5,59.7,87.0,130.0,59,2025,141,5,284807
8748,Uskudar,detached,good,D,86.6,4.0,0.0,2,4,2,18,1,0,0,0,2.67,1.1,2.31,63.1,68.0,177.0,5,2023,160,4,253716
17937,Besiktas,apartment,excellent,A,98.2,8.6,,6,3,2,2,1,0,0,1,1.77,1.34,2.86,,86.0,84.0,58,2025,341,8,212779
5926,Fatih,apartment,good,B,149.2,5.1,,6,3,2,2,1,0,1,0,1.37,0.18,3.34,69.1,93.0,163.0,18,2024,322,8,230357
16085,Atasehir,duplex,fair,C,113.0,9.2,,4,2,1,22,1,0,1,0,0.8,1.03,6.05,63.3,78.0,143.0,56,2024,218,5,147733
7067,Beyoglu,apartment,fair,A,53.2,,0.0,4,2,1,20,0,1,1,1,3.74,0.3,1.57,64.7,,300.0,16,2025,78,5,108596
4463,Kadikoy,residence,fair,B,92.1,6.8,0.0,4,3,1,19,1,0,0,1,0.81,0.72,6.57,67.2,72.0,146.0,32,2024,290,6,244839
13106,Kartal,detached,good,C,132.1,4.8,322.5,4,4,2,10,1,1,0,1,0.29,1.66,8.83,59.3,87.0,330.0,14,2025,372,6,295771
9137,Sisli,apartment,fair,A,129.4,,,5,4,1,15,1,0,1,1,3.45,,0.67,71.0,73.0,186.0,50,2025,212,6,252709
13860,Umraniye,apartment,good,C,141.3,1.0,0.0,4,4,2,23,0,0,0,0,1.76,0.65,0.5,61.1,,253.0,26,2024,193,6,191694
2411,Uskudar,residence,good,C,150.6,10.0,,4,1,2,24,1,1,0,1,0.75,1.54,1.01,51.4,86.0,84.0,14,2024,289,6,403237
16808,Kartal,residence,excellent,A,182.3,12.6,0.0,5,1,1,14,0,0,1,0,2.56,0.95,4.07,62.8,74.0,,29,2023,81,6,245307
5718,Kadikoy,apartment,poor,B,128.4,13.2,,5,4,1,0,1,0,0,1,0.59,0.77,6.65,49.4,98.0,106.0,13,2024,240,6,336068
6515,Sisli,residence,fair,D,149.0,14.4,,1,2,1,10,1,1,1,1,4.22,0.84,7.51,48.6,45.0,,18,2023,37,2,368839
18645,Fatih,residence,poor,D,133.6,14.3,0.0,3,3,1,13,1,0,0,1,,1.75,3.29,54.0,101.0,154.0,20,2024,220,4,275078
18359,Kartal,apartment,fair,C,136.4,7.7,,4,1,2,24,1,1,1,0,2.04,0.27,1.24,55.1,92.0,313.0,43,2025,183,6,161712
4172,Umraniye,residence,excellent,,171.1,5.8,,4,4,2,8,0,1,1,1,4.03,0.34,1.02,52.1,82.0,439.0,40,2025,104,7,325359
1417,Maltepe,apartment,poor,B,268.3,9.1,0.0,1,2,1,12,1,1,0,1,0.63,0.82,1.57,72.3,75.0,205.0,58,2024,187,2,275353
7024,Sisli,residence,poor,A,115.5,7.7,0.0,1,2,1,11,1,0,1,1,5.35,2.4,5.24,58.0,61.0,97.0,28,2025,267,2,214347
8460,Atasehir,residence,fair,B,173.5,0.0,,3,1,2,9,1,1,1,1,1.06,0.68,0.75,57.2,,224.0,61,2024,288,5,283206
3199,Umraniye,residence,good,B,153.4,5.9,,5,1,1,2,0,1,0,0,0.67,1.17,6.49,45.3,87.0,325.0,51,2024,170,6,181104
12506,Kartal,residence,excellent,D,156.3,18.3,0.0,2,2,2,18,1,1,1,0,0.08,1.59,1.4,49.9,122.0,115.0,60,2024,204,5,211988
8201,Sariyer,apartment,fair,A,95.2,7.6,0.0,3,3,2,24,1,0,0,0,0.86,1.17,7.05,,56.0,,50,2025,197,5,207973
13615,Kadikoy,residence,fair,C,269.2,3.9,0.0,4,2,2,21,0,1,0,1,1.62,0.83,2.57,55.0,64.0,107.0,19,2024,81,6,705845
13788,Atasehir,loft,fair,B,160.5,,0.0,3,4,1,18,1,1,1,1,1.85,2.41,0.5,54.2,118.0,234.0,43,2025,383,4,385714
17316,Beyoglu,apartment,excellent,C,95.1,,0.0,3,3,1,17,1,0,1,1,0.73,0.89,2.36,57.1,114.0,251.0,5,2023,242,4,274630
2989,Atasehir,apartment,poor,B,320.8,,0.0,4,3,2,16,0,1,0,1,1.48,1.55,6.04,,90.0,157.0,43,2024,287,6,540885
7986,Uskudar,apartment,excellent,B,112.6,,0.0,4,2,1,18,0,0,0,0,0.44,0.27,0.85,72.4,62.0,210.0,46,2024,174,5,197927
7450,Maltepe,duplex,fair,B,104.6,11.7,343.8,3,2,1,13,1,1,1,0,1.21,0.2,7.74,66.3,111.0,231.0,10,2025,272,4,118261
2848,Bakirkoy,apartment,good,C,156.5,,0.0,1,2,2,17,0,0,1,1,0.63,0.72,2.34,57.0,78.0,,7,2025,100,3,400415
12873,Maltepe,apartment,excellent,C,91.6,6.1,0.0,6,4,2,0,1,1,0,1,0.07,1.04,1.11,,70.0,265.0,4,2024,210,8,185170
15255,Fatih,apartment,excellent,B,136.0,15.5,0.0,3,3,2,2,1,0,0,1,1.97,0.51,0.85,67.1,60.0,,30,2024,293,5,267020
18515,Beyoglu,apartment,good,A,81.0,11.8,,3,1,1,18,1,0,0,0,2.85,0.2,3.37,55.2,75.0,31.0,36,2025,211,4,118073
14384,Umraniye,residence,fair,C,86.0,12.6,0.0,6,2,2,16,1,1,0,1,2.68,,3.5,,,77.0,54,2025,318,9,123801
11321,Umraniye,duplex,fair,C,129.1,10.5,,1,1,2,8,0,0,1,1,1.97,0.76,0.68,59.1,53.0,79.0,55,2025,253,2,105292
14217,Maltepe,apartment,good,B,106.2,4.2,0.0,2,1,1,11,0,0,1,1,2.26,2.31,1.86,46.2,,90.0,55,2024,172,3,167193
1972,Maltepe,apartment,good,B,201.7,,0.0,1,4,1,21,0,0,0,1,,0.36,2.9,67.0,59.0,143.0,48,2023,224,2,254914
851,Uskudar,loft,fair,B,85.7,8.7,0.0,5,4,2,7,1,0,0,1,1.23,1.03,2.17,72.4,86.0,215.0,47,2023,144,7,170843
6694,Umraniye,residence,poor,C,145.0,,0.0,2,1,2,13,1,1,1,0,2.64,0.68,1.08,61.9,80.0,,38,2023,364,3,154246
15872,Besiktas,duplex,fair,A,121.2,,,3,1,1,2,0,1,0,1,1.27,3.68,2.03,60.5,69.0,410.0,53,2024,219,4,293317
8163,Umraniye,detached,good,C,134.4,5.7,,5,3,2,17,1,0,0,0,0.62,1.19,3.92,53.6,76.0,142.0,56,2025,245,7,170106
6180,Sisli,apartment,fair,A,86.3,11.5,0.0,5,3,2,18,0,1,1,0,2.06,1.04,1.72,64.1,66.0,188.0,29,2024,245,7,183128
7739,Kartal,apartment,fair,A,121.3,12.1,0.0,1,3,1,22,1,1,0,0,2.19,1.46,1.74,71.4,81.0,395.0,0,2025,56,2,135030
18080,Kadikoy,apartment,fair,B,162.3,,,3,3,1,14,0,0,0,1,1.01,,6.27,67.2,,87.0,47,2024,256,4,308314
10143,Maltepe,duplex,good,B,124.7,4.4,4.8,4,4,1,18,1,0,1,1,1.97,2.7,2.45,47.1,105.0,104.0,31,2024,238,5,310346
7899,Kadikoy,detached,good,D,208.9,,164.2,3,2,2,4,1,1,0,0,3.77,0.65,3.14,61.9,51.0,82.0,34,2024,247,5,545096
15679,Fatih,detached,good,A,89.4,,82.2,6,2,1,5,1,1,0,0,4.84,4.63,2.21,48.4,78.0,142.0,10,2025,357,7,234783
469,Beyoglu,apartment,fair,C,110.0,12.3,0.0,4,1,2,9,0,1,0,1,,2.42,1.64,,61.0,,38,2025,200,6,174877
6040,Bakirkoy,apartment,good,C,224.0,11.2,0.0,1,3,2,17,0,0,1,0,,0.78,4.64,68.2,72.0,211.0,51,2025,216,3,326250
5927,Atasehir,apartment,good,A,136.5,,0.0,1,1,1,18,0,1,1,0,0.27,0.94,3.74,36.9,83.0,49.0,46,2024,89,2,245614
8467,Fatih,residence,fair,C,130.3,15.6,0.0,5,3,2,1,1,1,0,0,1.0,1.67,0.82,46.2,90.0,87.0,55,2023,154,7,217190
11774,Beyoglu,apartment,good,C,70.2,5.9,,5,3,1,22,0,1,0,0,1.57,1.71,2.48,57.7,100.0,111.0,38,2024,86,6,120191
1013,Atasehir,apartment,excellent,C,116.0,4.8,0.0,6,4,1,3,0,1,0,0,2.07,1.24,1.07,63.2,107.0,,51,2025,74,7,187565
13412,Bakirkoy,duplex,good,B,245.3,12.5,32.2,6,2,2,4,1,1,1,0,1.86,0.66,1.72,46.9,66.0,160.0,3,2025,198,8,686292
10561,Umraniye,residence,poor,B,166.2,16.5,,5,1,2,4,0,0,1,0,1.24,0.64,1.94,54.5,87.0,60.0,19,2025,157,7,183561
2022,Fatih,apartment,fair,C,82.3,11.3,,5,3,1,2,0,1,1,1,1.13,0.58,4.74,57.3,75.0,226.0,46,2024,156,6,142699
7010,Kartal,apartment,good,B,71.7,10.6,,5,1,2,1,0,0,1,0,1.7,0.55,1.26,60.8,104.0,39.0,44,2024,168,7,82120
13444,Kartal,detached,excellent,D,177.7,3.9,543.2,1,1,1,7,1,0,1,1,1.37,1.47,1.58,48.7,93.0,103.0,51,2023,251,2,369942
16445,Kartal,duplex,good,B,225.5,7.5,257.6,3,4,2,5,0,0,0,1,3.84,1.02,3.5,70.2,,64.0,37,2023,173,5,397292
1988,Sisli,detached,good,A,110.8,,,3,3,2,23,1,1,0,1,1.09,0.77,2.76,66.9,98.0,,39,2024,176,5,334172
5515,Bakirkoy,apartment,excellent,C,96.4,6.1,0.0,4,1,1,8,0,0,1,0,1.59,1.53,0.83,,67.0,173.0,61,2025,246,6,151968
4344,Atasehir,apartment,poor,A,206.5,9.7,,1,2,1,14,0,0,0,0,0.77,0.55,0.63,61.6,65.0,396.0,51,2023,332,2,260124
13839,Uskudar,residence,good,B,132.3,7.9,0.0,5,2,1,10,0,0,1,1,1.84,0.93,2.08,48.6,106.0,252.0,24,2025,162,6,414355
